ID,Name in English,Degree of endangerment,Countries,Number of speakers,country_count,naive_speakers_per_country
1832,Uspantek,Vulnerable,Guatemala,3971.0,1,3971.0
2196,Khang Quang Lam,Severely endangered,Viet Nam,3921.0,1,3921.0
1727,Tocho,Severely endangered,Sudan,3800.0,1,3800.0
1323,Konni,Vulnerable,Ghana,3800.0,1,3800.0
976,Mixtec of the Puebla-Oaxaca border,Definitely endangered,Mexico,3791.0,1,3791.0
1158,Nupri,Definitely endangered,Nepal,3776.0,1,3776.0
2415,Utsat,Definitely endangered,China,3700.0,1,3700.0
1926,Ayoreo,Definitely endangered,Bolivia (Plurinational State of),3700.0,1,3700.0
543,Moyon,Definitely endangered,India,3700.0,1,3700.0
309,Puinave,Definitely endangered,"Colombia, Venezuela (Bolivarian Republic of)",7377.0,2,3688.5
85,Nayi,Vulnerable,Ethiopia,3656.0,1,3656.0
2690,Mussau-Emira,Definitely endangered,Papua New Guinea,3651.0,1,3651.0
1737,Narim,Definitely endangered,Sudan,3623.0,1,3623.0
316,Tunebo,Definitely endangered,"Colombia, Venezuela (Bolivarian Republic of)",7231.0,2,3615.5
1834,Garífuna (Guatemala),Vulnerable,Guatemala,3564.0,1,3564.0
1099,Nachiring,Severely endangered,Nepal,3553.0,1,3553.0
1269,Eastern Popoloc,Vulnerable,Mexico,3544.0,1,3544.0
1716,Nding,Critically endangered,Sudan,3513.0,1,3513.0
883,Crow,Definitely endangered,United States of America,3500.0,1,3500.0
2576,Wano,Definitely endangered,Indonesia,3500.0,1,3500.0
1720,Shwai,Critically endangered,Sudan,3500.0,1,3500.0
2218,Anung (Myanmar),Severely endangered,Myanmar,3500.0,1,3500.0
554,Sak (Myanmar),Vulnerable,Myanmar,3500.0,1,3500.0
578,Camsá,Definitely endangered,Colombia,3500.0,1,3500.0
2365,Northwestern Ojibwe,Vulnerable,Canada,3465.0,1,3465.0
2339,Kosraean,Severely endangered,"Micronesia (Federated States of), Nauru",6900.0,2,3450.0
1393,Bakpinka,Critically endangered,Nigeria,3416.0,1,3416.0
1736,Morokodo,Severely endangered,Sudan,3400.0,1,3400.0
1271,Eloxochitlán Mazatec,Vulnerable,Mexico,3384.0,1,3384.0
1311,Menik,Definitely endangered,Senegal,3375.0,1,3375.0
1087,Miju,Vulnerable,"China, India",6700.0,2,3350.0
1725,Tima,Severely endangered,Sudan,3305.0,1,3305.0
1899,Teribe (Panama),Definitely endangered,Panama,3305.0,1,3305.0
1679,Mursi,Vulnerable,Ethiopia,3278.0,1,3278.0
2315,Pendau,Vulnerable,Indonesia,3200.0,1,3200.0
1285,Ayautla Mazatec,Vulnerable,Mexico,3192.0,1,3192.0
1752,Yucatec,Definitely endangered,Belize,3155.0,1,3155.0
908,Sayultec,Definitely endangered,Mexico,3150.0,1,3150.0
2259,Taruang,Vulnerable,"China, India, Myanmar",9332.0,3,3110.6666666666665
991,Eastern Tlapanec,Vulnerable,Mexico,3088.0,1,3088.0
1201,Takahanyilang,Critically endangered,India,3000.0,1,3000.0
1096,Sherdukpen,Vulnerable,India,3000.0,1,3000.0
1428,Shira Yugur,Severely endangered,China,3000.0,1,3000.0
2626,Rotuman,Vulnerable,Fiji,3000.0,1,3000.0
2209,U,Definitely endangered,China,3000.0,1,3000.0
2349,Ulithian,Severely endangered,Micronesia (Federated States of),3000.0,1,3000.0
2587,Waima'a,Definitely endangered,Timor-Leste,3000.0,1,3000.0
242,Warlpiri,Vulnerable,Australia,3000.0,1,3000.0
326,Yukpa,Vulnerable,Venezuela (Bolivarian Republic of),3000.0,1,3000.0
1100,Sulung,Definitely endangered,"China, India",6000.0,2,3000.0
1010,Moklen,Definitely endangered,"Myanmar, Thailand",6000.0,2,3000.0
1322,Kamara,Definitely endangered,Ghana,3000.0,1,3000.0
1408,Kuk,Definitely endangered,Cameroon,3000.0,1,3000.0
385,Lude,Severely endangered,Russian Federation,3000.0,1,3000.0
2338,Kapingamarangi,Severely endangered,Micronesia (Federated States of),3000.0,1,3000.0
2680,Koitabu,Vulnerable,Papua New Guinea,3000.0,1,3000.0
1312,Pukur,Definitely endangered,Guinea,3000.0,1,3000.0
646,Pilagá,Vulnerable,Argentina,3000.0,1,3000.0
1967,Panare,Vulnerable,Venezuela (Bolivarian Republic of),3000.0,1,3000.0
2620,Palu'e,Definitely endangered,Indonesia,3000.0,1,3000.0
1242,"Mohawk (Akwesasne, St. Regis)",Definitely endangered,United States of America,3000.0,1,3000.0
533,Lai,Definitely endangered,China,3000.0,1,3000.0
2175,Lishanid Noshan (Israel),Severely endangered,Israel,3000.0,1,3000.0
1153,Limirong Tibetan,Definitely endangered,Nepal,3000.0,1,3000.0
77,Hozo,Definitely endangered,Ethiopia,3000.0,1,3000.0
5,Awjila,Severely endangered,Libyan Arab Jamahiriya,3000.0,1,3000.0
2083,Pitjantjatjara,Vulnerable,Australia,3000.0,1,3000.0
874,Jemez,Vulnerable,United States of America,3000.0,1,3000.0
1950,Harsusi,Definitely endangered,Oman,3000.0,1,3000.0
25,Fyem,Severely endangered,Nigeria,3000.0,1,3000.0
676,Eastern Khanty,Definitely endangered,Russian Federation,3000.0,1,3000.0
1382,Gura,Severely endangered,Nigeria,3000.0,1,3000.0
1209,Geta?,Severely endangered,India,3000.0,1,3000.0
76,Dahaalik,Critically endangered,Eritrea,3000.0,1,3000.0
686,East Greenlandic,Definitely endangered,Greenland (Kingdom of Denmark),3000.0,1,3000.0
1045,Budukh,Severely endangered,Azerbaijan,3000.0,1,3000.0
2484,Brokshat,Definitely endangered,India,3000.0,1,3000.0
99,Boni,Definitely endangered,Kenya,3000.0,1,3000.0
1664,Bonjo,Severely endangered,Congo,3000.0,1,3000.0
2274,Baleasang,Definitely endangered,Indonesia,3000.0,1,3000.0
2276,Besoa,Vulnerable,Indonesia,3000.0,1,3000.0
2394,Western Montagnais,Vulnerable,Canada,2980.0,1,2980.0
1699,Waiwai (Brazil),Vulnerable,Brazil,2916.0,1,2916.0
285,"Akawaio (Guyana, Venezuela)",Definitely endangered,"Guyana, Venezuela (Bolivarian Republic of)",5800.0,2,2900.0
1340,Jersey French,Severely endangered,United Kingdom of Great Britain and Northern Ireland,2874.0,1,2874.0
963,Bahing,Definitely endangered,Nepal,2765.0,1,2765.0
2384,Stoney,Vulnerable,Canada,2765.0,1,2765.0
1483,Southwestern Tepehuan,Vulnerable,Mexico,2756.0,1,2756.0
487,Northern Mansi,Severely endangered,Russian Federation,2746.0,1,2746.0
663,Wari,Definitely endangered,Brazil,2721.0,1,2721.0
2407,Pakan,Definitely endangered,China,2700.0,1,2700.0
2026,Yami,Vulnerable,China,2700.0,1,2700.0
69,Ko,Critically endangered,Sudan,2683.0,1,2683.0
667,Yuracaré,Definitely endangered,Bolivia (Plurinational State of),2675.0,1,2675.0
511,Aimol,Critically endangered,India,2643.0,1,2643.0
1089,Kohi,Vulnerable,Nepal,2641.0,1,2641.0
957,Chatino of the western lowlands,Definitely endangered,Mexico,2640.0,1,2640.0
127,Bolo,Definitely endangered,Angola,2627.0,1,2627.0
1714,Logol,Severely endangered,Sudan,2600.0,1,2600.0
922,Pisaflores Tepehua,Vulnerable,Mexico,2578.0,1,2578.0
1870,Xerente,Severely endangered,Brazil,2569.0,1,2569.0
1903,Bribri (Panama),Severely endangered,Panama,2521.0,1,2521.0
1436,Roshorvi,Severely endangered,Tajikistan,2500.0,1,2500.0
1207,Remo,Severely endangered,India,2500.0,1,2500.0
745,Mayoruna (Peru),Vulnerable,Peru,2500.0,1,2500.0
2345,Pingelapese,Severely endangered,Micronesia (Federated States of),2500.0,1,2500.0
711,Rapanui,Severely endangered,Chile,2500.0,1,2500.0
2287,Urak Lawoi (Malaysia),Definitely endangered,Malaysia,2500.0,1,2500.0
2293,Semelai,Severely endangered,Malaysia,2500.0,1,2500.0
1256,Lhokpu,Definitely endangered,Bhutan,2500.0,1,2500.0
983,Bokar,Vulnerable,"China, India",5000.0,2,2500.0
388,Megleno-Romanian,Severely endangered,"Greece, The former Yugoslav Republic of Macedonia",5000.0,2,2500.0
2223,Laomian (Myanmar),Definitely endangered,Myanmar,2500.0,1,2500.0
538,Laomian (China),Definitely endangered,China,2500.0,1,2500.0
1054,Khinalug,Severely endangered,Azerbaijan,2500.0,1,2500.0
1636,Gadang,Definitely endangered,Chad,2500.0,1,2500.0
744,Culina (Peru),Definitely endangered,Peru,2500.0,1,2500.0
1477,Banka,Definitely endangered,Mali,2500.0,1,2500.0
2070,Martuwangka,Vulnerable,Australia,2500.0,1,2500.0
1691,Bai,Definitely endangered,Sudan,2500.0,1,2500.0
1009,Urak Lawoi (Thailand),Definitely endangered,Thailand,2500.0,1,2500.0
1641,Zirenkel,Definitely endangered,Chad,2500.0,1,2500.0
50,Vumbu,Definitely endangered,Gabon,2460.0,1,2460.0
1823,Mopán (Guatemala),Severely endangered,Guatemala,2455.0,1,2455.0
1172,Raji,Severely endangered,Nepal,2413.0,1,2413.0
818,Highland Chontal,Severely endangered,Mexico,2410.0,1,2410.0
2657,Bumbita Arapesh,Vulnerable,Papua New Guinea,2353.0,1,2353.0
1439,Parya,Severely endangered,"Uzbekistan, Tajikistan, Afghanistan",7000.0,3,2333.3333333333335
1739,Yulu,Vulnerable,"Central African Republic, Democratic Republic of the Congo, Sudan",7000.0,3,2333.3333333333335
2194,Mang (China),Definitely endangered,China,2300.0,1,2300.0
541,Mang (Viet Nam),Definitely endangered,Viet Nam,2300.0,1,2300.0
308,Piapoko,Definitely endangered,"Colombia, Venezuela (Bolivarian Republic of)",4500.0,2,2250.0
923,Tlachichilco Tepehua,Definitely endangered,Mexico,2234.0,1,2234.0
1244,Blackfoot (Canada),Definitely endangered,Canada,2200.0,1,2200.0
1640,Jaya,Severely endangered,Chad,2200.0,1,2200.0
1758,Karipuna do Amapá,Vulnerable,Brazil,2200.0,1,2200.0
1650,Kulfa,Definitely endangered,Chad,2200.0,1,2200.0
2066,Krahô,Vulnerable,Brazil,2184.0,1,2184.0
2285,Kristang,Severely endangered,Malaysia,2150.0,1,2150.0
732,Yine,Definitely endangered,Peru,2150.0,1,2150.0
1372,North Alaskan Inupiaq (North Slope),Severely endangered,United States of America,2144.0,1,2144.0
762,North Alaskan Inupiaq (Kotzebue Sound),Severely endangered,United States of America,2144.0,1,2144.0
1374,Seward Peninsula Inupiaq (Little Diomede Island),Critically endangered,United States of America,2144.0,1,2144.0
1373,Seward Peninsula Inupiaq (King Island),Critically endangered,United States of America,2144.0,1,2144.0
1375,Seward Peninsula Inupiaq (Norton Sound),Critically endangered,United States of America,2144.0,1,2144.0
1742,Gyele,Definitely endangered,"Cameroon, Equatorial Guinea",4280.0,2,2140.0
1744,Bwisi,Definitely endangered,"Congo, Gabon",4248.0,2,2124.0
233,Tiwi,Vulnerable,Australia,2100.0,1,2100.0
1933,Katukína-Kanamarí,Vulnerable,Brazil,2100.0,1,2100.0
564,Zaozou,Vulnerable,China,2100.0,1,2100.0
1883,Ngäbere (Costa Rica),Definitely endangered,Costa Rica,2041.0,1,2041.0
2167,Ata,Critically endangered,Philippines,2000.0,1,2000.0
281,Ashkun,Definitely endangered,Afghanistan,2000.0,1,2000.0
168,Arrernte,Vulnerable,Australia,2000.0,1,2000.0
1936,Apurinã,Definitely endangered,Brazil,2000.0,1,2000.0
166,Anindilyakwa,Vulnerable,Australia,2000.0,1,2000.0
61,Logorik,Critically endangered,Sudan,2000.0,1,2000.0
1388,Duguza,Definitely endangered,Nigeria,2000.0,1,2000.0
1097,Aka,Definitely endangered,"India, Sudan",4000.0,2,2000.0
1225,Aiton,Severely endangered,India,2000.0,1,2000.0
1127,Shingsaba,Vulnerable,"China, Nepal",4000.0,2,2000.0
670,"Kari'ña (Guyana, Suriname)",Severely endangered,"Guyana, Suriname",4000.0,2,2000.0
2277,Boano,Vulnerable,Indonesia,2000.0,1,2000.0
1214,Birhor,Critically endangered,India,2000.0,1,2000.0
81,Bayso,Definitely endangered,Ethiopia,2000.0,1,2000.0
1905,Ava-Guaraní,Definitely endangered,Argentina,2000.0,1,2000.0
961,Athpahariya,Definitely endangered,Nepal,2000.0,1,2000.0
1851,Munji,Severely endangered,Afghanistan,2000.0,1,2000.0
2247,Nguon,Vulnerable,Viet Nam,2000.0,1,2000.0
325,Nheengatu / Yeral (Venezuela),Severely endangered,Venezuela (Bolivarian Republic of),2000.0,1,2000.0
1362,Nihali,Critically endangered,India,2000.0,1,2000.0
1123,Nyishangba,Definitely endangered,Nepal,2000.0,1,2000.0
1572,Prasun,Definitely endangered,Afghanistan,2000.0,1,2000.0
2411,Sangkong,Vulnerable,China,2000.0,1,2000.0
47,Sarwa,Definitely endangered,Chad,2000.0,1,2000.0
1222,Tai Phake,Severely endangered,India,2000.0,1,2000.0
861,Shoshoni (Idaho),Severely endangered,United States of America,2000.0,1,2000.0
1469,Shoshoni (Nevada),Severely endangered,United States of America,2000.0,1,2000.0
1468,Shoshoni (Wyoming),Severely endangered,United States of America,2000.0,1,2000.0
561,Tanglang,Vulnerable,China,2000.0,1,2000.0
2,Tamazight (Arzew),Critically endangered,Algeria,2000.0,1,2000.0
1748,Tchitchege,Definitely endangered,Gabon,2000.0,1,2000.0
591,Tsafiki,Definitely endangered,Ecuador,2000.0,1,2000.0
758,Waotededo,Vulnerable,Ecuador,2000.0,1,2000.0
1662,Ukhwejo,Severely endangered,Central African Republic,2000.0,1,2000.0
733,Urarina,Vulnerable,Peru,2000.0,1,2000.0
1836,Ushojo,Definitely endangered,Pakistan,2000.0,1,2000.0
1426,Wutun,Definitely endangered,China,2000.0,1,2000.0
2482,Wotapuri-Katarqalai,Definitely endangered,Afghanistan,2000.0,1,2000.0
484,Koryak,Severely endangered,Russian Federation,2000.0,1,2000.0
1573,Kota,Critically endangered,India,2000.0,1,2000.0
895,Waigali,Definitely endangered,Afghanistan,2000.0,1,2000.0
1197,Luro,Critically endangered,India,2000.0,1,2000.0
1633,Mambai,Severely endangered,Chad,2000.0,1,2000.0
1192,Milang,Definitely endangered,India,2000.0,1,2000.0
632,Mocoví,Definitely endangered,Argentina,2000.0,1,2000.0
2555,Momuna,Vulnerable,Indonesia,2000.0,1,2000.0
545,Mpi,Definitely endangered,Thailand,2000.0,1,2000.0
2412,Muda,Vulnerable,China,2000.0,1,2000.0
107,Ik,Severely endangered,Uganda,2000.0,1,2000.0
1183,Jangshung,Definitely endangered,India,2000.0,1,2000.0
1033,Jero,Vulnerable,Nepal,2000.0,1,2000.0
597,Kari'ña (French Guyana),Definitely endangered,French Guiana (France),2000.0,1,2000.0
1390,Kona,Severely endangered,Nigeria,2000.0,1,2000.0
525,Chepya,Definitely endangered,Lao People's Democratic Republic,2000.0,1,2000.0
1846,Chilisso,Severely endangered,Pakistan,2000.0,1,2000.0
1798,Culina (Brazil),Vulnerable,Brazil,2000.0,1,2000.0
1910,Damana,Definitely endangered,Colombia,2000.0,1,2000.0
2033,Rukai,Vulnerable,China,2000.0,1,2000.0
1711,Galibi Marworno,Vulnerable,Brazil,2000.0,1,2000.0
80,Gats'ama - Ganjule - Harro,Definitely endangered,Ethiopia,2000.0,1,2000.0
2333,Gebe,Vulnerable,Indonesia,2000.0,1,2000.0
1290,Ghadames,Vulnerable,Libyan Arab Jamahiriya,2000.0,1,2000.0
1339,Griko (Calabria),Severely endangered,Italy,2000.0,1,2000.0
604,Huilliche,Critically endangered,Chile,2000.0,1,2000.0
2051,Koreguaje,Definitely endangered,Colombia,2000.0,1,2000.0
1767,Baníwa do Içana,Vulnerable,"Brazil, Colombia, Venezuela (Bolivarian Republic of)",5811.0,3,1937.0
1771,Hupda (Brazil),Vulnerable,Brazil,1900.0,1,1900.0
579,Candoshi,Definitely endangered,Peru,1900.0,1,1900.0
975,Mixtec of the central Ravine,Definitely endangered,Mexico,1878.0,1,1878.0
1654,Kendeje,Definitely endangered,Chad,1859.0,1,1859.0
1043,Hunzib,Definitely endangered,Russian Federation,1839.0,1,1839.0
1328,Tchumbuli,Critically endangered,Benin,1838.0,1,1838.0
2310,Lemolang,Vulnerable,Indonesia,1800.0,1,1800.0
2292,Lanoh,Critically endangered,Malaysia,1800.0,1,1800.0
2602,Nila (Seram Island),Definitely endangered,Indonesia,1800.0,1,1800.0
2536,Isirawa,Vulnerable,Indonesia,1800.0,1,1800.0
2437,Shixing,Definitely endangered,China,1800.0,1,1800.0
747,Cashibo-Cacataibo,Definitely endangered,Peru,1800.0,1,1800.0
2679,Grass Koiari,Vulnerable,Papua New Guinea,1800.0,1,1800.0
1360,Chuj (Mexico),Critically endangered,Mexico,1771.0,1,1771.0
1407,Kung,Severely endangered,Cameroon,1750.0,1,1750.0
518,Pasing,Definitely endangered,Lao People's Democratic Republic,1732.0,1,1732.0
1110,Yamphu,Definitely endangered,Nepal,1722.0,1,1722.0
1946,Quechua of Yauyos,Critically endangered,Peru,1700.0,1,1700.0
765,Cheyenne (Montana),Definitely endangered,United States of America,1700.0,1,1700.0
2272,Andio,Vulnerable,Indonesia,1700.0,1,1700.0
2178,Kumzari,Severely endangered,Oman,1700.0,1,1700.0
1467,Bainouk-Samik,Severely endangered,Senegal,1685.0,1,1685.0
2239,Côông,Definitely endangered,Viet Nam,1676.0,1,1676.0
268,Dogrib,Vulnerable,Canada,1675.0,1,1675.0
2220,Akeu,Definitely endangered,"Lao People's Democratic Republic, Myanmar, Thailand",5000.0,3,1666.6666666666667
840,Upland Yuman,Vulnerable,United States of America,1650.0,1,1650.0
1018,Eastern Cuicatec,Vulnerable,Mexico,1641.0,1,1641.0
2059,Tamazight (Ait Rouadi),Extinct,Morocco,1637.0,1,1637.0
2348,Woleaian,Severely endangered,Micronesia (Federated States of),1631.0,1,1631.0
921,Huehuetla Tepehua,Definitely endangered,Mexico,1603.0,1,1603.0
877,Tewa (New Mexico),Severely endangered,United States of America,1600.0,1,1600.0
1540,Tewa (Arizona),Definitely endangered,United States of America,1600.0,1,1600.0
1630,Kadiwéu,Definitely endangered,Brazil,1600.0,1,1600.0
1539,Southern Tiwa (Isleta Pueblo),Definitely endangered,United States of America,1600.0,1,1600.0
1538,Southern Tiwa (Sandia Pueblo),Definitely endangered,United States of America,1600.0,1,1600.0
1377,ǁGana,Vulnerable,Botswana,1550.0,1,1550.0
1761,Akwáwa,Vulnerable,Brazil,1548.0,1,1548.0
1052,Juhur (Caucasus),Definitely endangered,"Azerbaijan, Russian Federation",3016.0,2,1508.0
1017,Northern Cuicatec,Vulnerable,Mexico,1503.0,1,1503.0
1284,Chiquihuitlán Mazatec,Definitely endangered,Mexico,1502.0,1,1502.0
2032,Pyuma,Vulnerable,China,1500.0,1,1500.0
2039,Saaroa,Critically endangered,China,1500.0,1,1500.0
2317,Saluan,Vulnerable,Indonesia,1500.0,1,1500.0
2295,Semaq Beri,Critically endangered,Malaysia,1500.0,1,1500.0
1722,Talodi,Critically endangered,Sudan,1500.0,1,1500.0
304,Wayana (Suriname),Vulnerable,Suriname,1500.0,1,1500.0
215,Wik Mungkan,Vulnerable,Australia,1500.0,1,1500.0
1518,Karelian (Tikhvin),Severely endangered,Russian Federation,1500.0,1,1500.0
1869,Karajá,Vulnerable,Brazil,1500.0,1,1500.0
1184,Kanashi,Definitely endangered,India,1500.0,1,1500.0
90,K'emant,Severely endangered,Ethiopia,1500.0,1,1500.0
1645,Jonkor Bourmataguil,Severely endangered,Chad,1500.0,1,1500.0
15,Jeri,Severely endangered,Côte d'Ivoire,1500.0,1,1500.0
1226,Lishpa,Definitely endangered,India,1500.0,1,1500.0
1909,Palenque Creole,Definitely endangered,Colombia,1500.0,1,1500.0
1907,"Mbya Guarani (Argentina, Uruguay)",Severely endangered,"Argentina, Uruguay",3000.0,2,1500.0
1743,Benga,Definitely endangered,"Gabon, Equatorial Guinea",3000.0,2,1500.0
1812,Mayoruna (Brazil),Vulnerable,Brazil,1500.0,1,1500.0
2403,Numao Bunu,Definitely endangered,China,1500.0,1,1500.0
786,Mescalero-Chiricahua Apache (New Mexico),Definitely endangered,United States of America,1500.0,1,1500.0
489,Nanay,Severely endangered,"China, Russian Federation",3000.0,2,1500.0
2282,Orang Seletar,Severely endangered,Malaysia,1500.0,1,1500.0
1412,Kendem,Severely endangered,Cameroon,1500.0,1,1500.0
1837,Savi,Definitely endangered,"Pakistan, Afghanistan",3000.0,2,1500.0
473,Forest Nenets,Severely endangered,Russian Federation,1500.0,1,1500.0
2000,Hupda (Colombia),Definitely endangered,Colombia,1500.0,1,1500.0
1955,Apinajé,Vulnerable,Brazil,1500.0,1,1500.0
1848,Bashkarik,Severely endangered,Pakistan,1500.0,1,1500.0
434,Chintang,Severely endangered,Nepal,1500.0,1,1500.0
2291,Jah Hut,Severely endangered,Malaysia,1500.0,1,1500.0
2257,Pong,Definitely endangered,Lao People's Democratic Republic,1500.0,1,1500.0
2355,Natsilingmiutut,Vulnerable,Canada,1455.0,1,1455.0
635,Movima,Severely endangered,Bolivia (Plurinational State of),1452.0,1,1452.0
1661,Ngombe,Definitely endangered,Central African Republic,1450.0,1,1450.0
589,Cinta Larga,Vulnerable,Brazil,1440.0,1,1440.0
2234,Dupaninan Agta,Vulnerable,Philippines,1400.0,1,1400.0
1724,Tese,Critically endangered,Sudan,1400.0,1,1400.0
1805,Bororo,Definitely endangered,Brazil,1390.0,1,1390.0
517,Bisu,Definitely endangered,"Myanmar, Thailand",2740.0,2,1370.0
2346,Puluwat,Severely endangered,Micronesia (Federated States of),1364.0,1,1364.0
1757,Kanela Rankokamekra,Vulnerable,Brazil,1337.0,1,1337.0
1646,Saba,Definitely endangered,Chad,1335.0,1,1335.0
1807,Kurripako (Brazil),Vulnerable,Brazil,1332.0,1,1332.0
2253,Triw,Definitely endangered,Lao People's Democratic Republic,1328.0,1,1328.0
1341,Guernsey French,Severely endangered,United Kingdom of Great Britain and Northern Ireland,1327.0,1,1327.0
2344,Paafang,Severely endangered,Micronesia (Federated States of),1318.0,1,1318.0
442,Chɨlɨng,Definitely endangered,Nepal,1314.0,1,1314.0
947,Zapotec of the Valleys north,Severely endangered,Mexico,1303.0,1,1303.0
1287,Tecóatl Mazatec,Vulnerable,Mexico,1300.0,1,1300.0
343,Cypriot Arabic,Severely endangered,Cyprus,1300.0,1,1300.0
559,Sila,Definitely endangered,"Lao People's Democratic Republic, Viet Nam",2600.0,2,1300.0
1196,Sanenyo,Critically endangered,India,1300.0,1,1300.0
2067,Palikur (Brazil),Vulnerable,Brazil,1300.0,1,1300.0
1833,Xinka,Critically endangered,Guatemala,1283.0,1,1283.0
920,Ozomatlán Totonac,Critically endangered,Mexico,1276.0,1,1276.0
1126,Kāgate,Definitely endangered,Nepal,1273.0,1,1273.0
628,Maxakali,Vulnerable,Brazil,1271.0,1,1271.0
2688,Murik,Vulnerable,Papua New Guinea,1256.0,1,1256.0
1580,Pengo,Critically endangered,India,1254.0,1,1254.0
1809,Marúbo,Vulnerable,Brazil,1252.0,1,1252.0
1440,Sanglechi,Severely endangered,"Tajikistan, Afghanistan",2500.0,2,1250.0
566,Achuar,Definitely endangered,"Ecuador, Peru",2500.0,2,1250.0
1968,Aivilingmiutut,Vulnerable,Canada,1245.0,1,1245.0
1634,Besme,Severely endangered,Chad,1228.0,1,1228.0
299,Cuiba,Severely endangered,"Colombia, Venezuela (Bolivarian Republic of)",2445.0,2,1222.5
2605,Oirata,Definitely endangered,Indonesia,1221.0,1,1221.0
1093,Lohorung,Severely endangered,Nepal,1207.0,1,1207.0
1709,Harakmbut,Definitely endangered,Peru,1206.0,1,1206.0
1749,Yasa,Definitely endangered,"Cameroon, Equatorial Guinea",2401.0,2,1200.5
2289,Mah Meri,Severely endangered,Malaysia,1200.0,1,1200.0
2416,Buyang,Severely endangered,China,1200.0,1,1200.0
2420,White Gelao (China),Severely endangered,China,1200.0,1,1200.0
2613,Te'un (Seram Island),Definitely endangered,Indonesia,1200.0,1,1200.0
2034,Tsou,Vulnerable,China,1200.0,1,1200.0
2614,Ujir,Definitely endangered,Indonesia,1200.0,1,1200.0
2279,Dakka,Vulnerable,Indonesia,1200.0,1,1200.0
2252,Dakkang,Definitely endangered,Lao People's Democratic Republic,1198.0,1,1198.0
2359,Northern Algonquin,Vulnerable,Canada,1180.0,1,1180.0
1923,Akawaio (Brazil),Vulnerable,Brazil,1170.0,1,1170.0
1272,Huehuetlán Mazatec,Vulnerable,Mexico,1169.0,1,1169.0
1697,Trio (Brazil),Vulnerable,Brazil,1156.0,1,1156.0
2636,Savo,Definitely endangered,Solomon Islands,1147.0,1,1147.0
1830,Tektitek,Definitely endangered,Guatemala,1144.0,1,1144.0
2493,Fwâi,Vulnerable,New Caledonia (France),1131.0,1,1131.0
1855,Waimirí-Atroarí,Vulnerable,Brazil,1120.0,1,1120.0
1913,Guayabero,Definitely endangered,Colombia,1118.0,1,1118.0
2502,Fagauvea (Northern),Vulnerable,New Caledonia (France),1107.0,1,1107.0
2503,Fagauvea (Southern),Vulnerable,New Caledonia (France),1107.0,1,1107.0
1731,Warnang,Severely endangered,Sudan,1100.0,1,1100.0
1649,Fania,Severely endangered,Chad,1100.0,1,1100.0
1642,Ubi,Severely endangered,Chad,1100.0,1,1100.0
1788,Itzá,Critically endangered,Guatemala,1094.0,1,1094.0
974,Mixtec of the southwest of Puebla,Definitely endangered,Mexico,1074.0,1,1074.0
924,Lowland Chontal,Critically endangered,Mexico,1060.0,1,1060.0
530,Koireng,Critically endangered,India,1056.0,1,1056.0
2340,Mokilese,Critically endangered,Micronesia (Federated States of),1050.0,1,1050.0
584,Chipaya,Definitely endangered,Bolivia (Plurinational State of),1050.0,1,1050.0
1499,Western Náhuatl,Severely endangered,Mexico,1041.0,1,1041.0
1270,Acatepec Mazatec,Vulnerable,Mexico,1038.0,1,1038.0
973,Mixtec of Villa de Tututepec,Definitely endangered,Mexico,1019.0,1,1019.0
1575,Toda,Critically endangered,India,1006.0,1,1006.0
463,Alutor,Severely endangered,Russian Federation,1000.0,1,1000.0
2580,Adabe,Vulnerable,Timor-Leste,1000.0,1,1000.0
1536,Cherokee (North Carolina),Severely endangered,United States of America,1000.0,1,1000.0
1249,Chali,Definitely endangered,Bhutan,1000.0,1,1000.0
482,Central Siberian Yupik (St. Lawrence Island),Definitely endangered,United States of America,1000.0,1,1000.0
95,Bong'om,Definitely endangered,Kenya,1000.0,1,1000.0
2441,Bola,Definitely endangered,China,1000.0,1,1000.0
1453,Blackfoot (United States of America),Definitely endangered,United States of America,1000.0,1,1000.0
113,Beeke,Severely endangered,Democratic Republic of the Congo,1000.0,1,1000.0
1455,Arapaho (Wyoming),Severely endangered,United States of America,1000.0,1,1000.0
1532,Ottawa (Walpole Island),Severely endangered,"Canada, United States of America",2000.0,2,1000.0
311,Sáliba,Severely endangered,"Colombia, Venezuela (Bolivarian Republic of)",2000.0,2,1000.0
984,Bori,Definitely endangered,"China, India",2000.0,2,1000.0
386,Lule Saami,Severely endangered,"Norway, Sweden",2000.0,2,1000.0
1194,Tinan,Definitely endangered,"China, India",2000.0,2,1000.0
2616,Dampelas,Definitely endangered,Indonesia,1000.0,1,1000.0
1698,Dair,Severely endangered,Sudan,1000.0,1,1000.0
590,Cocama-Cocamilla (Peru),Severely endangered,Peru,1000.0,1,1000.0
2681,Kuot,Vulnerable,Papua New Guinea,1000.0,1,1000.0
1746,Mahongwe,Severely endangered,Gabon,1000.0,1,1000.0
456,Manchurian Ölöt,Severely endangered,China,1000.0,1,1000.0
48,Mbara,Severely endangered,Chad,1000.0,1,1000.0
1195,Mech,Severely endangered,India,1000.0,1,1000.0
1511,Mòcheno,Definitely endangered,Italy,1000.0,1,1000.0
2586,Naueti,Vulnerable,Timor-Leste,1000.0,1,1000.0
143,North Greenlandic,Definitely endangered,Greenland (Kingdom of Denmark),1000.0,1,1000.0
1622,Paiter,Vulnerable,Brazil,1000.0,1,1000.0
